STL,Type
always ( historically [t1:t2] (not (sig1 > val1 and sig1 < val2)) -> eventually [0:t3] (always [0:t4] (not fall (sig2 == sig3))) ),stabilization_recurrence
always ( rise (sig1 <= val1) -> not fall (sig2 >= val2 and sig2 <= val3) ),immediate_response
eventually [t1:t2] (sig1 == val1),invariance_reachability
always ( rise (sig1 >= val1 and sig1 <= val2) -> sig2 < val3 ),immediate_response
always ( rise (sig1 == sig2) -> fall (eventually [t1:t2] (sig3 == sig4)) ),temporal_response
always ( rise (sig1 < val1) -> rise (sig2 == val2) ),immediate_response
always ( rise (sig1 == val1) and not (sig2 < val2) -> rise (sig3 > val3) and fall (sig4 > val4 and sig4 < val5) ),immediate_response
always ( rise (sig1 <= val1) -> sig2 >= val2 ),immediate_response
always ( rise (sig1 <= val1) -> not fall (sig2 > val2) ),immediate_response
always ( sig1 <= val1 -> once [0:t1] (sig2 == sig3) ),temporal_response
always ( rise (sig1 >= val1) -> once [0:t1] (rise (sig2 < val2)) ),temporal_response
always [t1:t2] (sig1 >= val1 and sig2 == val2),invariance_reachability
always [0:t1] (sig1 == val1 or sig2 < val2),invariance_reachability
always ( rise (sig1 > val1 and sig1 < val2) -> eventually [t1:t2] (always [t3:t4] (sig2 > val3 and sig2 < val4)) ),stabilization_recurrence
always ( fall (sig1 >= val1 and sig1 <= val2) -> always [t1:t2] (sig2 == sig3) ),temporal_response
always ( rise (sig1 < val1) -> always (eventually [0:t1] (not (sig2 > val2))) ),stabilization_recurrence
always ( sig1 >= val1 and sig2 == val2 -> sig3 < val3 ),immediate_response
always ( once (sig1 >= val1 and sig1 <= val2) -> eventually [0:t1] (always [0:t2] (sig2 == sig3)) ),stabilization_recurrence
always ( sig1 == val1 -> eventually [0:t1] (always [0:t2] (not (sig2 >= val2 and sig2 <= val3))) ),stabilization_recurrence
always ( rise (sig1 > val1) -> sig2 < val2 or sig3 <= val3 ),immediate_response
always ( rise (sig1 > val1 and sig1 < val2) -> rise (sig2 == val3) or rise (sig3 > val4 and sig3 < val5) ),immediate_response
eventually [0:t1] (sig1 == val1 and sig2 > val2),invariance_reachability
always ( not (once [t1:t2] (sig1 == val1)) -> always (eventually [t3:t4] (rise (sig2 == sig3))) ),stabilization_recurrence
always (not (sig1 >= val1 and sig1 < val2)),invariance_reachability
always ( rise (sig1 == sig2) -> historically [t1:t2] (sig3 < val1) ),temporal_response
always ( sig1 == val1 and sig2 == sig3 -> always (sig4 >= val2 and sig4 <= val3) ),temporal_response
always ( sig1 > val1 and sig1 < val2 -> eventually [0:t1] (always [0:t2] (not (sig2 <= val1))) ),stabilization_recurrence
always [0:t1] (sig1 == sig2),invariance_reachability
eventually [0:t1] (sig1 >= val1 and sig2 < val2),invariance_reachability
always ( rise (sig1 <= val1) -> rise (sig2 >= val2) ),immediate_response
eventually [0:t1] (sig1 <= val1),invariance_reachability
always ( fall (sig1 == sig2) -> rise (sig3 <= val1) or (sig4 >= val2 and sig4 < val3) ),immediate_response
always ( sig1 <= val1 or rise (sig2 > val2) -> always [0:t1] (eventually [0:t2] (rise (sig3 == sig4))) ),stabilization_recurrence
always ( (sig1 > val1 and sig1 <= val2) until [0:t1] (sig2 == val3) -> eventually [t2:t3] (rise (sig3 > val4)) ),temporal_response
always ( fall (sig1 == sig2) -> eventually [t1:t2] (always (sig3 > val1)) ),stabilization_recurrence
always ( rise (sig1 <= val1) -> eventually [0:t1] (always (sig2 == sig3)) ),stabilization_recurrence
always ( fall (sig1 > val1 and sig1 < val2) -> sig2 < val3 ),immediate_response
eventually (sig1 > val1 and sig1 < val2),invariance_reachability
always (sig1 > val1 and sig1 < val2),invariance_reachability
always ( rise (sig1 == sig2) -> always (eventually (sig3 > val1)) ),stabilization_recurrence
always ( rise (sig1 >= val1) -> (sig2 >= val2) until (sig3 > val3 and sig3 < val4) ),temporal_response
always (not fall (sig1 == val1)),invariance_reachability
always ( fall (sig1 > val1 and sig1 < val2) -> eventually [0:t1] (always [0:t2] (sig2 >= val3)) ),stabilization_recurrence
always ( fall (sig1 == val1) -> eventually (not (sig2 == val2)) ),temporal_response
always ( sig1 == val1 and sig2 == sig3 -> sig4 == sig5 or (sig6 > val2 and sig6 < val3) ),immediate_response
always ( fall (sig1 == sig2) -> always [t1:t2] (sig3 < val1) ),temporal_response
always ( sig1 < val1 or not fall (sig2 > val2 and sig2 < val3) -> always [t1:t2] (not fall (sig3 > val4)) ),temporal_response
always ( rise (sig1 >= val1) -> historically [0:t1] (not rise (sig2 > val2)) ),temporal_response
always ( rise (sig1 > val1) -> sig2 == val2 ),immediate_response
eventually [0:t1] (sig1 > val1 or rise (sig2 >= val2)),invariance_reachability
always ( rise (sig1 == sig2) -> not (eventually (fall (sig3 == sig4))) ),temporal_response
always ( rise (sig1 > val1) -> sig2 == sig3 ),immediate_response
eventually [t1:t2] (sig1 < val1 or sig2 >= val2),invariance_reachability
always ( always [0:t1] (sig1 == val1) -> always [0:t2] (eventually [0:t3] (rise (sig2 == val2))) ),stabilization_recurrence
always ( rise (sig1 >= val1 and sig1 <= val2) -> always [t1:t2] (eventually [0:t3] (sig2 == val3)) ),stabilization_recurrence
eventually (sig1 < val1),invariance_reachability
always ( fall (always [t1:t2] (sig1 <= val1)) -> eventually [0:t3] (always [0:t4] (sig2 == val2)) ),stabilization_recurrence
always ( fall (sig1 == sig2) -> historically [t1:t2] (not (sig3 <= val1)) ),temporal_response
always ( rise (sig1 <= val1) -> sig2 <= val2 or not (sig3 == val3) ),immediate_response
always ( always (sig1 < val1) -> (sig2 > val2) until [t1:t2] (sig3 == sig4) ),temporal_response
eventually [0:t1] (not (sig1 > val1)),invariance_reachability
eventually [t1:t2] (sig1 == sig2),invariance_reachability
always ( sig1 >= val1 or (sig2 > val2 and sig2 < val3) -> sig3 == sig4 ),immediate_response
eventually (rise (sig1 > val1)),invariance_reachability
always ( sig1 == val1 and not (sig2 > val2) -> sig3 <= val3 ),immediate_response
always [0:t1] (sig1 == val1 and sig2 == sig3),invariance_reachability
always (not (sig1 == sig2) and sig3 == sig4),invariance_reachability
always ( (sig1 == val1) since (rise (sig2 == val2)) -> (not (sig3 < val3)) until [0:t1] (sig4 >= val4) ),temporal_response
always ( sig1 <= val1 -> sig2 >= val2 and sig2 <= val3 ),immediate_response
eventually [0:t1] ((sig1 >= val1 and sig1 <= val2) and sig2 <= val3),invariance_reachability
always [t1:t2] (sig1 <= val1),invariance_reachability
always ( sig1 < val1 -> rise (sig2 > val2) ),immediate_response
always ( rise (sig1 == sig2) -> fall (sig3 == val1) ),immediate_response
always ( rise (sig1 > val1 and sig1 < val2) -> not rise ((sig2 < val3) until (sig3 <= val4)) ),temporal_response
always ( sig1 == sig2 and rise (sig3 < val1) -> not ((sig4 == val2) until [0:t1] (fall (sig5 == sig6))) ),temporal_response
always [0:t1] (sig1 == sig2),invariance_reachability
always ( (sig1 == sig2) since (sig3 == val1) -> always [0:t1] (not (sig4 == sig5)) ),temporal_response
always ( rise (sig1 < val1) -> sig2 == sig3 ),immediate_response
always ( fall (sig1 > val1 and sig1 < val2) -> eventually (rise (sig2 > val3)) ),temporal_response
always [0:t1] (sig1 >= val1 and sig1 <= val2),invariance_reachability
always [t1:t2] (sig1 == sig2),invariance_reachability
always ( historically [0:t1] (not (sig1 >= val1 and sig1 <= val2)) -> fall (eventually [t2:t3] (rise (sig2 < val3))) ),temporal_response
always ( not (sig1 == sig2) and sig3 == val1 -> eventually [0:t1] (always [0:t2] (sig4 < val2)) ),stabilization_recurrence
eventually (rise (sig1 > val1) or sig2 < val2),invariance_reachability
always ( rise (sig1 < val1) -> sig2 == sig3 and not (sig4 < val2) ),immediate_response
always [t1:t2] (sig1 < val1 and sig2 > val2),invariance_reachability
always ( once [t1:t2] (rise (sig1 == sig2)) -> always [0:t3] (eventually [0:t4] (rise (sig3 > val1))) ),stabilization_recurrence
eventually (rise (sig1 > val1 and sig1 < val2) and sig2 < val3),invariance_reachability
eventually (not (sig1 <= val1)),invariance_reachability
always ( rise (sig1 < val1) -> sig2 == val2 ),immediate_response
always ( sig1 > val1 and sig1 < val2 -> eventually [t1:t2] (always [0:t3] (sig2 < val3)) ),stabilization_recurrence
always [0:t1] (sig1 == sig2),invariance_reachability
always ( fall (sig1 >= val1 and sig1 <= val2) -> always [0:t1] (eventually [0:t2] (rise (sig2 >= val3))) ),stabilization_recurrence
always ( rise (sig1 < val1) -> eventually [0:t1] (always [0:t2] (sig2 >= val2)) ),stabilization_recurrence
always ( rise (sig1 == val1) and sig2 < val2 -> eventually [0:t1] (always [0:t2] (sig3 <= val3)) ),stabilization_recurrence
always ( rise (sig1 < val1) -> sig2 == val2 ),immediate_response
always ( sig1 > val1 -> not (sig2 == val2) ),immediate_response
always ( sig1 > val1 and sig1 < val2 -> eventually [t1:t2] (sig2 == sig3) ),temporal_response
always ( rise (sig1 > val1 and sig1 < val2) or sig2 == sig3 -> eventually [0:t1] (always (sig4 >= val3 and sig4 < val4)) ),stabilization_recurrence
always ( (sig1 > val1 and sig1 < val2) since [0:t1] (not fall (sig2 == val3)) -> always (eventually [0:t2] (rise (sig3 == sig4))) ),stabilization_recurrence
always ( rise (sig1 < val1) -> always [t1:t2] (eventually [t3:t4] (sig2 > val2 and sig2 < val3)) ),stabilization_recurrence
always ( rise (sig1 < val1) or sig2 < val2 -> sig3 > val3 and sig3 < val1 ),immediate_response
always (sig1 == val1),invariance_reachability
always ( not fall (sig1 > val1) -> always (eventually [t1:t2] (sig2 >= val2)) ),stabilization_recurrence
always ( rise (sig1 == val1) -> eventually (sig2 >= val2) ),temporal_response
eventually (rise (sig1 == val1) or not (sig2 >= val2)),invariance_reachability
eventually [0:t1] (fall (sig1 == val1)),invariance_reachability
always ( sig1 >= val1 and sig1 <= val2 -> always [0:t1] (eventually [0:t2] (not fall (sig2 == sig3))) ),stabilization_recurrence
eventually [0:t1] (sig1 > val1 and sig2 >= val2),invariance_reachability
always ( rise (sig1 <= val1) -> not (eventually [0:t1] (sig2 > val2 and sig2 < val3)) ),temporal_response
always ( sig1 == sig2 and rise (sig3 >= val1) -> sig4 <= val2 or not (sig5 > val3 and sig5 < val4) ),immediate_response
always ( sig1 == val1 -> fall (sig2 == val2) ),immediate_response
eventually [0:t1] (rise (sig1 == val1) and sig2 < val2),invariance_reachability
always [0:t1] (sig1 == val1),invariance_reachability
always ( fall (sig1 > val1 and sig1 < val2) -> not fall (always (not (sig2 <= val3))) ),temporal_response
always [t1:t2] (not (sig1 <= val1) and (sig2 >= val2 and sig2 <= val3)),invariance_reachability
always ( rise (sig1 >= val1) -> not (eventually [0:t1] (rise (sig2 == sig3))) ),temporal_response
always [t1:t2] ((sig1 >= val1 and sig1 <= val2) and sig2 == val3),invariance_reachability
always ( sig1 >= val1 and sig1 < val2 -> always [0:t1] (eventually [0:t2] (sig2 > val3 and sig2 < val4)) ),stabilization_recurrence
eventually [t1:t2] (fall (sig1 == val1) or sig2 >= val2),invariance_reachability
always [0:t1] ((sig1 > val1 and sig1 < val2) and sig2 <= val3),invariance_reachability
always ( fall (sig1 > val1 and sig1 < val2) -> always [0:t1] (sig2 == sig3) ),temporal_response
always ( rise (sig1 >= val1 and sig1 <= val2) and sig2 == sig3 -> sig4 == sig5 ),immediate_response
always ( rise (sig1 >= val1) or sig2 == sig3 -> sig4 > val2 ),immediate_response
always ( sig1 > val1 or sig2 < val2 -> eventually [0:t1] (always [0:t2] (sig3 > val3)) ),stabilization_recurrence
always [0:t1] (sig1 == val1),invariance_reachability
always ( rise (sig1 <= val1) -> always [0:t1] (eventually [0:t2] (fall (sig2 == sig3))) ),stabilization_recurrence
always ( sig1 == val1 and (sig2 >= val2 and sig2 <= val3) -> eventually (rise (sig3 > val4 and sig3 < val5)) ),temporal_response
always ( sig1 == val1 or (sig2 >= val2 and sig2 <= val3) -> not (always (sig3 >= val4 and sig3 <= val5)) ),temporal_response
always [t1:t2] (sig1 < val1 and sig2 == sig3),invariance_reachability
always ( fall (sig1 > val1 and sig1 < val2) and (sig2 >= val3 and sig2 <= val4) -> sig3 >= val5 ),immediate_response
always (not (sig1 > val1 and sig1 <= val2) or sig2 >= val3),invariance_reachability
always ( sig1 < val1 or sig2 <= val2 -> not (eventually [0:t1] (sig3 == val3)) ),temporal_response
always (sig1 == val1),invariance_reachability
always ( fall (sig1 >= val1 and sig1 <= val2) -> sig2 == val3 ),immediate_response
always ( rise (sig1 == val1) -> eventually [0:t1] (always [0:t2] (sig2 == val2)) ),stabilization_recurrence
eventually [0:t1] (not fall (sig1 == val1) and sig2 == sig3),invariance_reachability
always ( not (sig1 >= val1) -> eventually [0:t1] (rise (sig2 < val2)) ),temporal_response
always (sig1 < val1 or sig2 <= val2),invariance_reachability
always ( rise (sig1 > val1) -> (sig2 > val2 and sig2 < val3) or rise (sig3 >= val4) ),immediate_response
always ( fall (sig1 == sig2) -> always [t1:t2] (eventually [0:t3] (rise (sig3 == sig4))) ),stabilization_recurrence
always ( rise (sig1 >= val1) or rise (sig2 < val2) -> once [t1:t2] (sig3 == val1) ),temporal_response
always ( rise (sig1 == sig2) -> eventually [t1:t2] (always [0:t3] (sig3 <= val1)) ),stabilization_recurrence
always [t1:t2] (sig1 == val1 and sig2 == val2),invariance_reachability
always ( once (sig1 > val1 and sig1 < val2) -> (sig2 == val3) until (not (sig3 == sig4)) ),temporal_response
always ( rise (sig1 >= val1 and sig1 <= val2) -> eventually [t1:t2] (always [0:t3] (sig2 == sig3)) ),stabilization_recurrence
always ( rise (sig1 > val1) -> sig2 > val2 ),immediate_response
eventually [0:t1] (sig1 == sig2),invariance_reachability
eventually [0:t1] (sig1 >= val1 or sig2 == sig3),invariance_reachability
always ((sig1 >= val1 and sig1 <= val2) and not (sig2 <= val3)),invariance_reachability
always ( fall (sig1 > val1 and sig1 <= val2) -> sig2 >= val3 and sig2 <= val4 ),immediate_response
eventually [0:t1] (sig1 == sig2),invariance_reachability
always ( fall (sig1 == val1) -> sig2 == sig3 ),immediate_response
always ( rise (sig1 <= val1) -> always [t1:t2] (eventually (fall (sig2 == val2))) ),stabilization_recurrence
always ( sig1 < val1 -> once [t1:t2] (sig2 == val2) ),temporal_response
always ( eventually [0:t1] (sig1 < val1) -> (sig2 <= val2) until [t2:t3] (not (sig3 < val3)) ),temporal_response
always ( fall (sig1 == val1) -> sig2 == sig3 ),immediate_response
always ( rise (sig1 == val1) -> always [t1:t2] (sig2 == val2) ),temporal_response
always ( fall (sig1 == val1) -> always [0:t1] (eventually (sig2 == val2)) ),stabilization_recurrence
always ( fall (sig1 >= val1 and sig1 < val2) -> sig2 == sig3 ),immediate_response
always ((sig1 >= val1 and sig1 <= val2) or not (sig2 <= val3)),invariance_reachability
always ( sig1 == sig2 and sig3 == sig4 -> always [0:t1] (not (sig5 == sig6)) ),temporal_response
always ( rise (sig1 >= val1) -> always [0:t1] (eventually [0:t2] (fall (sig2 == val2))) ),stabilization_recurrence
always ( fall (sig1 == sig2) -> historically (sig3 >= val1 and sig3 <= val2) ),temporal_response
eventually (sig1 == val1 and fall (sig2 == val2)),invariance_reachability
always ( rise (sig1 == val1) -> sig2 < val2 or sig3 == val3 ),immediate_response
always ( rise (sig1 >= val1) -> eventually [t1:t2] (always [0:t3] (sig2 > val2)) ),stabilization_recurrence
always ( rise (sig1 > val1) -> always [0:t1] (eventually [0:t2] (rise (sig2 > val2))) ),stabilization_recurrence
always ( sig1 == sig2 -> eventually [0:t1] (always [0:t2] (sig3 >= val1)) ),stabilization_recurrence
always ( not fall (historically [0:t1] (sig1 == sig2)) -> eventually (sig3 == val1) ),temporal_response
always ( not (sig1 == val1) or not fall (sig2 >= val2) -> sig3 <= val3 and rise (sig4 > val4) ),immediate_response
always ( sig1 == sig2 -> (sig3 > val1 and sig3 < val2) or sig4 == sig5 ),immediate_response
always ((sig1 >= val1 and sig1 <= val2) or sig2 == sig3),invariance_reachability
always ( rise (sig1 == val1) -> always [0:t1] (eventually (rise (sig2 > val2 and sig2 < val3))) ),stabilization_recurrence
always [0:t1] (sig1 == sig2 or sig3 < val1),invariance_reachability
eventually [0:t1] (sig1 == sig2 and sig3 >= val1),invariance_reachability
always [0:t1] (sig1 <= val1 and sig2 >= val2),invariance_reachability
always ( sig1 == sig2 -> sig3 == sig4 ),immediate_response
always ( rise (sig1 > val1) -> always [t1:t2] (sig2 > val2 and sig2 < val3) ),temporal_response
always ( once [t1:t2] (rise (sig1 > val1)) -> eventually [0:t3] (always [0:t4] (sig2 == sig3)) ),stabilization_recurrence
always ( fall (sig1 == sig2) -> eventually [t1:t2] (sig3 > val1 and sig3 < val2) ),temporal_response
always ( not (sig1 == val1) -> (sig2 == sig3) since (sig4 == sig5) ),temporal_response
eventually [0:t1] (rise (sig1 <= val1) and rise (sig2 == val2)),invariance_reachability
always ( sig1 <= val1 and sig2 < val2 -> rise (sig3 >= val3 and sig3 <= val4) and sig4 == val5 ),immediate_response
always [0:t1] (sig1 == sig2),invariance_reachability
always [0:t1] (sig1 == sig2 and sig3 > val1),invariance_reachability
always [0:t1] (sig1 == sig2),invariance_reachability
always ( rise (sig1 == sig2) -> sig3 >= val1 and sig3 <= val2 ),immediate_response
eventually (rise (sig1 <= val1)),invariance_reachability
always ( not (sig1 > val1 and sig1 < val2) and fall (sig2 == val3) -> eventually [0:t1] (always [0:t2] (sig3 == val4)) ),stabilization_recurrence
